54211564396aa9282e2565bc50e65319,2
6596fb07f87c60c67ed95693c9214873,1
034b626c2d04efb0e726db5da8f91dae,1
7857d0710e0c871fdd744d1aee619bda,1
6dccbdb1450fc235d6c27ff8e656c955,1
16ef03b1bc3d7232d30736f3eb0b2ab5,1
bcdc03a27cb2b712818f074d0bb1fc4b,1
01d00025b6e34e88c926365c613c68a7,2
87b15cfe3517047f4b7c861dcda28645,1
9e3055ca88cf9d9704cfe953d433f4c7,3
a28ff361388589285187ccd53528d3a7,1
6569d98af95f6ca760210103d50a882d,2
2cb0069054cf6e3c58aab5289438161c,1
c7a0267c96b919078b7ad26338d96458,2
e0894158d9cdcf7ae51aaadad337047c,1
3cfb83dcbc574dccb2950171e999873c,2
e6baf80081cf13deba58d27b82d5a551,1
ff9870c75ed06372dbf8e93c46c811af,3
06f9e4c68d82342e05297421d96d8eb5,1
9074a943abedcfba965862372a2eaa85,1
449955e739f2a9e77dd67187ded2c804,2
d0aa00b95a1307b622c503e9aa9823cd,1
